"OBJIDsic","Region_new","Region_unique","island","UN_geospat"
1537,"Zeravshanian B","TJK.ZEB_Zeravshanian B_1537","MAIN","Central_Asia"
1538,"Zeravshanian C","TJK.ZEC_Zeravshanian C_1538","MAIN","Central_Asia"
1539,"Hissaro-Darvasian A","TJK.HDA_Hissaro-Darvasian A_1539","MAIN","Central_Asia"
1540,"Hissaro-Darvasian B","TJK.HDB_Hissaro-Darvasian B_1540","MAIN","Central_Asia"
1541,"Hissaro-Darvasian C","TJK.HDC_Hissaro-Darvasian C_1541","MAIN","Central_Asia"
1542,"Hissaro-Darvasian D","TJK.HDD_Hissaro-Darvasian D_1542","MAIN","Central_Asia"
1543,"Hissaro-Darvasian E","TJK.HDE_Hissaro-Darvasian E_1543","MAIN","Central_Asia"
1544,"Hissaro-Darvasian F","TJK.HDF_Hissaro-Darvasian F_1544","MAIN","Central_Asia"
1545,"South Tajikistanian A","TJK.STA_South Tajikistanian A_1545","MAIN","Central_Asia"
1546,"South Tajikistanian B","TJK.STB_South Tajikistanian B_1546","MAIN","Central_Asia"
1547,"South Tajikistanian C","TJK.STC_South Tajikistanian C_1547","MAIN","Central_Asia"
1548,"South Tajikistanian D","TJK.STD_South Tajikistanian D_1548","MAIN","Central_Asia"
1549,"Eastern Tajikistanian A","TJK.ETA_Eastern Tajikistanian A_1549","MAIN","Central_Asia"
1550,"Eastern Tajikistanian B","TJK.ETB_Eastern Tajikistanian B_1550","MAIN","Central_Asia"
1551,"Eastern Tajikistanian C","TJK.ETC_Eastern Tajikistanian C_1551","MAIN","Southern_Asia"
1552,"Western Pamirian A","TJK.WPA_Western Pamirian A_1552","MAIN","Central_Asia"
1553,"Western Pamirian B","TJK.WPB_Western Pamirian B_1553","MAIN","Central_Asia"
1554,"Western Pamirian C","TJK.WPC_Western Pamirian C_1554","MAIN","Central_Asia"
1555,"Eastern Pamirian","TJK.EPA_Eastern Pamirian_1555","MAIN","Central_Asia"
1556,"Alayan","TJK.ALA_Alayan_1556","MAIN","Central_Asia"
1557,"Baden-Wrttemberg, Germany","DEU.BW_Baden-Wrttemberg, Germany_1557","MAIN","Europe"
1558,"Bayern, Germany","DEU.BY_Bayern, Germany_1558","MAIN","Europe"
1559,"Berlin, Germany","DEU.BE_Berlin, Germany_1559","MAIN","Europe"
1560,"Brandenburg, Germany","DEU.BB_Brandenburg, Germany_1560","MAIN","Europe"
1561,"Bremen, Germany","DEU.HB_Bremen, Germany_1561","MAIN","Europe"
1562,"Hamburg, Germany","DEU.HH_Hamburg, Germany_1562","MAIN","Europe"
1563,"Hessen, Germany","DEU.HE_Hessen, Germany_1563","MAIN","Europe"
1564,"Mecklenburg-Vorpommern, Germany","DEU.MV_Mecklenburg-Vorpommern, Germany_1564","MAIN","Europe"
1565,"Niedersachsen, Germany","DEU.NI_Niedersachsen, Germany_1565","MAIN","Europe"
1566,"Nordrhein-Westfalen, Germany","DEU.NW_Nordrhein-Westfalen, Germany_1566","MAIN","Europe"
1567,"Rheinland-Pfalz, Germany","DEU.RP_Rheinland-Pfalz, Germany_1567","MAIN","Europe"
1568,"Saarland, Germany","DEU.SL_Saarland, Germany_1568","MAIN","Europe"
1569,"Sachsen-Anhalt, Germany","DEU.ST_Sachsen-Anhalt, Germany_1569","MAIN","Europe"
1570,"Sachsen, Germany","DEU.SN_Sachsen, Germany_1570","MAIN","Europe"
1571,"Schleswig-Holstein, Germany","DEU.SH_Schleswig-Holstein, Germany_1571","MAIN","Europe"
1572,"Thringen, Germany","DEU.TH_Thringen, Germany_1572","MAIN","Europe"
1573,"Farah, Afghanistan","AFG.FAH_Farah, Afghanistan_1573","MAIN","Southern_Asia"
1574,"Helmand, Afghanistan","AFG.HEL_Helmand, Afghanistan_1574","MAIN","Southern_Asia"
1575,"Nimruz, Afghanistan","AFG.NIM_Nimruz, Afghanistan_1575","MAIN","Southern_Asia"
1576,"Kandahar, Afghanistan","AFG.KAN_Kandahar, Afghanistan_1576","MAIN","Southern_Asia"
1577,"Herat, Afghanistan","AFG.HER_Herat, Afghanistan_1577","MAIN","Southern_Asia"
1578,"Ghazni, Afghanistan","AFG.GHA_Ghazni, Afghanistan_1578","MAIN","Southern_Asia"
1579,"Badakhshan, Afghanistan","AFG.BAD_Badakhshan, Afghanistan_1579","MAIN","Southern_Asia"
1580,"Ghor, Afghanistan","AFG.GHO_Ghor, Afghanistan_1580","MAIN","Southern_Asia"
1581,"Urozgan, Afghanistan","AFG.URO_Urozgan, Afghanistan_1581","MAIN","Southern_Asia"
1582,"Badghis, Afghanistan","AFG.BAS_Badghis, Afghanistan_1582","MAIN","Southern_Asia"
1583,"Jowzjan, Afghanistan","AFG.JOW_Jowzjan, Afghanistan_1583","MAIN","Southern_Asia"
1584,"Faryab, Afghanistan","AFG.FAB_Faryab, Afghanistan_1584","MAIN","Southern_Asia"
1585,"Zabul, Afghanistan","AFG.ZAB_Zabul, Afghanistan_1585","MAIN","Southern_Asia"
1586,"Bamyan, Afghanistan","AFG.BAM_Bamyan, Afghanistan_1586","MAIN","Southern_Asia"
1587,"Takhar, Afghanistan","AFG.TAK_Takhar, Afghanistan_1587","MAIN","Southern_Asia"
1588,"Balkh, Afghanistan","AFG.BAL_Balkh, Afghanistan_1588","MAIN","Southern_Asia"
1589,"Samangan, Afghanistan","AFG.SAM_Samangan, Afghanistan_1589","MAIN","Southern_Asia"
1590,"Parwan, Afghanistan","AFG.PAR_Parwan, Afghanistan_1590","MAIN","Southern_Asia"
1591,"Badakhshan (Wakhan), Afghanistan","AFG.BWA_Badakhshan (Wakhan), Afghanistan_1591","MAIN","Southern_Asia"
1592,"Baghlan, Afghanistan","AFG.BAG_Baghlan, Afghanistan_1592","MAIN","Southern_Asia"
1593,"Paktika, Afghanistan","AFG.PAK_Paktika, Afghanistan_1593","MAIN","Southern_Asia"
1594,"Kunar, Afghanistan","AFG.KUR_Kunar, Afghanistan_1594","MAIN","Southern_Asia"
1595,"Maidan Wardak, Afghanistan","AFG.MAI_Maidan Wardak, Afghanistan_1595","MAIN","Southern_Asia"
1596,"Kunduz, Afghanistan","AFG.KUZ_Kunduz, Afghanistan_1596","MAIN","Southern_Asia"
1597,"Laghman, Afghanistan","AFG.LAG_Laghman, Afghanistan_1597","MAIN","Southern_Asia"
1598,"Nangarhar, Afghanistan","AFG.NAN_Nangarhar, Afghanistan_1598","MAIN","Southern_Asia"
1599,"Logar, Afghanistan","AFG.LOG_Logar, Afghanistan_1599","MAIN","Southern_Asia"
1600,"Kabul, Afghanistan","AFG.KAB_Kabul, Afghanistan_1600","MAIN","Southern_Asia"
1601,"Piemonte Region, Italy","ITA.PIE_Piemonte Region, Italy_1601","MAIN","Europe"
1602,"Lombardia Region, Italy","ITA.LOM_Lombardia Region, Italy_1602","MAIN","Europe"
1603,"Toscana Region, Italy","ITA.TOS_Toscana Region, Italy_1603","MAIN","Europe"
1604,"Emilia-Romagna Region, Italy","ITA.EMR_Emilia-Romagna Region, Italy_1604","MAIN","Europe"
1605,"Puglia Region, Italy","ITA.PUG_Puglia Region, Italy_1605","MAIN","Europe"
1606,"Veneto Region, Italy","ITA.VEN_Veneto Region, Italy_1606","MAIN","Europe"
1607,"Lazio Region, Italy","ITA.LAZ_Lazio Region, Italy_1607","MAIN","Europe"
1608,"Calabria Region, Italy","ITA.CAL_Calabria Region, Italy_1608","MAIN","Europe"
1609,"Campania Region, Italy","ITA.CAM_Campania Region, Italy_1609","MAIN","Europe"
1610,"Trentino-Alto Adige Region, Italy","ITA.TAA_Trentino-Alto Adige Region, Italy_1610","MAIN","Europe"
1611,"Abruzzo Region, Italy","ITA.ABR_Abruzzo Region, Italy_1611","MAIN","Europe"
1612,"Basilicata Region, Italy","ITA.BAS_Basilicata Region, Italy_1612","MAIN","Europe"
1613,"Marche Region, Italy","ITA.MAR_Marche Region, Italy_1613","MAIN","Europe"
1614,"Umbria Region, Italy","ITA.UMB_Umbria Region, Italy_1614","MAIN","Europe"
1615,"Friuli-Venezia Giulia Region, Italy","ITA.FVG_Friuli-Venezia Giulia Region, Italy_1615","MAIN","Europe"
1616,"Liguria Region, Italy","ITA.LIG_Liguria Region, Italy_1616","MAIN","Europe"
1617,"Molise Region, Italy","ITA.MOL_Molise Region, Italy_1617","MAIN","Europe"
1618,"Valle d'Aosta Region, Italy","ITA.VDA_Valle d'Aosta Region, Italy_1618","MAIN","Europe"
1623,"Mauritius island","MUS.MUS_Mauritius island_1623","ISL","East_Africa"
1629,"Bocas del Toro Province, Panama","PAN.BOC_Bocas del Toro Province, Panama_1629","MAIN","Central_America_Carib"
1630,"Chiriqu Province, Panama","PAN.CHI_Chiriqu Province, Panama_1630","MAIN","Central_America_Carib"
1631,"Cocl Province, Panama","PAN.COC_Cocl Province, Panama_1631","MAIN","Central_America_Carib"
1632,"Coln Province, Panama","PAN.COL_Coln Province, Panama_1632","MAIN","Central_America_Carib"
1633,"Darin Province, Panama","PAN.DAR_Darin Province, Panama_1633","MAIN","Central_America_Carib"
1634,"Herrera Province, Panama","PAN.HER_Herrera Province, Panama_1634","MAIN","Central_America_Carib"
1635,"Los Santos Province, Panama","PAN.LOS_Los Santos Province, Panama_1635","MAIN","Central_America_Carib"
1636,"Panam Province, Panama","PAN.PAN_Panam Province, Panama_1636","MAIN","Central_America_Carib"
1637,"San Blas Province, Panama","PAN.BLA_San Blas Province, Panama_1637","MAIN","Central_America_Carib"
1638,"Veraguas Province, Panama","PAN.VER_Veraguas Province, Panama_1638","MAIN","Central_America_Carib"
1639,"Sakhalin (island)","RUS.SAK_Sakhalin (island)_1639","ISL","Eastern_Europe"
1641,"Wallis and Futuna Islands","WLF_Wallis and Futuna Islands_1641","ISL","Micronesia_Polynesia"
1645,"Scattered Islands","FRA.SI_Scattered Islands_1645","ISL","East_Africa"
1648,"Saint-Martin (French part)","MAF_Saint-Martin (French part)_1648","ISL","Central_America_Carib"
1650,"Anjouan","COM.AN_Anjouan_1650","ISL","East_Africa"
1651,"Grande Comore","COM.GC_Grande Comore_1651","ISL","East_Africa"
1652,"Mohli","COM.MO_Mohli_1652","ISL","East_Africa"
1654,"Andorra","AND_Andorra_1654","MAIN","Europe"
1655,"Bosnia and Herzegovina","BIH_Bosnia and Herzegovina_1655","MAIN","Europe"
1657,"Micronesia (Federated States of)","FSM_Micronesia (Federated States of)_1657","ISL","Micronesia_Polynesia"
1659,"Aldan (Far East), Russia","RUS.RFE.AL_Aldan (Far East), Russia_1659","MAIN","Eastern_Europe"
1660,"Amgun, Russia","RUS.RFE.AM_Amgun, Russia_1660","MAIN","Eastern_Europe"
1661,"Anyui, Russia","RUS.RFE.AN_Anyui, Russia_1661","MAIN","Eastern_Europe"
1662,"Anadyr-Penzhina, Russia","RUS.RFE.AP_Anadyr-Penzhina, Russia_1662","MAIN","Eastern_Europe"
1663,"Bureya, Russia","RUS.RFE.BU_Bureya, Russia_1663","MAIN","Eastern_Europe"
1665,"Dauria, Russia","RUS.RFE.DA_Dauria, Russia_1665","MAIN","Eastern_Europe"
1666,"Kamchatka Peninsula (with Karaginsky Island), Russia","RUS.RFE.KA_Kamchatka Peninsula (with Karaginsky Island), Russia_1666","MAIN","Eastern_Europe"
1667,"Kolyma, Russia","RUS.RFE.KL_Kolyma, Russia_1667","MAIN","Eastern_Europe"
1668,"Commander Islands, Russia","RUS.RFE.KO_Commander Islands, Russia_1668","MAIN","Eastern_Europe"
1669,"Koryakia, Russia","RUS.RFE.KR_Koryakia, Russia_1669","MAIN","Eastern_Europe"
1670,"Lower Zeya, Russia","RUS.RFE.LZ_Lower Zeya, Russia_1670","MAIN","Eastern_Europe"
1671,"Nyukzha, Russia","RUS.RFE.NJ_Nyukzha, Russia_1671","MAIN","Eastern_Europe"
1672,"North Kuril Islands, Russia","RUS.RFE.NK_North Kuril Islands, Russia_1672","ISL","Eastern_Europe"
1673,"North Sakhalin, Russia","RUS.RFE.NS_North Sakhalin, Russia_1673","MAIN","Eastern_Europe"
1674,"Okhota, Russia","RUS.RFE.OK_Okhota, Russia_1674","MAIN","Eastern_Europe"
1675,"South Kuril Islands, Russia","RUS.RFE.SK_South Kuril Islands, Russia_1675","ISL","Eastern_Europe"
1676,"South Sakhalin, Russia","RUS.RFE.SS_South Sakhalin, Russia_1676","MAIN","Eastern_Europe"
1677,"Ussuri, Russia","RUS.RFE.US_Ussuri, Russia_1677","MAIN","Eastern_Europe"
1678,"Upper Zeya, Russia","RUS.RFE.UZ_Upper Zeya, Russia_1678","MAIN","Eastern_Europe"
1679,"Bolshoi Syrt, Kazakhstan","KAZ.1_Bolshoi Syrt, Kazakhstan_1679","MAIN","Central_Asia"
1680,"Zapadnii Melkosopochnik, Kazakhstan","KAZ.10_Zapadnii Melkosopochnik, Kazakhstan_1680","MAIN","Central_Asia"
1681,"Vostochnii Melkosopochnik, Kazakhstan","KAZ.11_Vostochnii Melkosopochnik, Kazakhstan_1681","MAIN","Central_Asia"
1682,"Zaisanskii, Kazakhstan","KAZ.12_Zaisanskii, Kazakhstan_1682","MAIN","Central_Asia"
1683,"Severnii Ust-Urt, Kazakhstan","KAZ.13_Severnii Ust-Urt, Kazakhstan_1683","MAIN","Central_Asia"
1684,"Priaralskii, Kazakhstan","KAZ.14_Priaralskii, Kazakhstan_1684","MAIN","Central_Asia"
1685,"Kyzyl-Ordynskii, Kazakhstan","KAZ.15_Kyzyl-Ordynskii, Kazakhstan_1685","MAIN","Central_Asia"
1686,"Betpakdolinskii, Kazakhstan","KAZ.16_Betpakdolinskii, Kazakhstan_1686","MAIN","Central_Asia"
1687,"Muiun-Kumskii, Kazakhstan","KAZ.17_Muiun-Kumskii, Kazakhstan_1687","MAIN","Central_Asia"
1688,"Balkhash-Alakulskii, Kazakhstan","KAZ.18_Balkhash-Alakulskii, Kazakhstan_1688","MAIN","Central_Asia"
1689,"Yuzhnii Ust-Urt, Kazakhstan","KAZ.19_Yuzhnii Ust-Urt, Kazakhstan_1689","MAIN","Central_Asia"
1690,"Tobolsko-Ishimskii, Kazakhstan","KAZ.2_Tobolsko-Ishimskii, Kazakhstan_1690","MAIN","Central_Asia"
1691,"Kyzyl-Kumskii, Kazakhstan","KAZ.20_Kyzyl-Kumskii, Kazakhstan_1691","MAIN","Central_Asia"
1692,"Turkestanskii, Kazakhstan","KAZ.21_Turkestanskii, Kazakhstan_1692","MAIN","Central_Asia"
1693,"Altai, Kazakhstan","KAZ.22_Altai, Kazakhstan_1693","MAIN","Central_Asia"
1694,"Tatbagatai, Kazakhstan","KAZ.23_Tatbagatai, Kazakhstan_1694","MAIN","Central_Asia"
1695,"Dzhungarskii Alatau, Kazakhstan","KAZ.24_Dzhungarskii Alatau, Kazakhstan_1695","MAIN","Central_Asia"
1696,"Zailiiskii Alatau, Kazakhstan","KAZ.25_Zailiiskii Alatau, Kazakhstan_1696","MAIN","Central_Asia"
1697,"Chu-Iliiskie Gory, Kazakhstan","KAZ.26_Chu-Iliiskie Gory, Kazakhstan_1697","MAIN","Central_Asia"
1698,"Kyrgyzskii Alatau, Kazakhstan","KAZ.27_Kyrgyzskii Alatau, Kazakhstan_1698","MAIN","Central_Asia"
1699,"Karatau, Kazakhstan","KAZ.28_Karatau, Kazakhstan_1699","MAIN","Central_Asia"
1700,"Zapadnii Tian-Shan, Kazakhstan","KAZ.29_Zapadnii Tian-Shan, Kazakhstan_1700","MAIN","Central_Asia"
1701,"Irtyshskii, Kazakhstan","KAZ.3_Irtyshskii, Kazakhstan_1701","MAIN","Central_Asia"
1702,"Semipalatinskii borovoi, Kazakhstan","KAZ.4_Semipalatinskii borovoi, Kazakhstan_1702","MAIN","Central_Asia"
1703,"Kokchetavskii, Kazakhstan","KAZ.5_Kokchetavskii, Kazakhstan_1703","MAIN","Central_Asia"
1704,"Prikaspiiskii, Kazakhstan","KAZ.6_Prikaspiiskii, Kazakhstan_1704","MAIN","Central_Asia"
1705,"Aktiubinskii, Kazakhstan","KAZ.7_Aktiubinskii, Kazakhstan_1705","MAIN","Central_Asia"
1706,"Embenskii, Kazakhstan","KAZ.8_Embenskii, Kazakhstan_1706","MAIN","Central_Asia"
1707,"Turgaiskii, Kazakhstan","KAZ.9_Turgaiskii, Kazakhstan_1707","MAIN","Central_Asia"
1724,"Buryatia North, Russia","RUS.SIB.BN_Buryatia North, Russia_1724","MAIN","Eastern_Europe"
1725,"Buryatia South, Russia","RUS.SIB.BS_Buryatia South, Russia_1725","MAIN","Eastern_Europe"
1726,"Kalar, Russia","RUS.SIB.KA_Kalar, Russia_1726","MAIN","Eastern_Europe"
1727,"Shilka-Argun, Russia","RUS.SIB.SH_Shilka-Argun, Russia_1727","MAIN","Eastern_Europe"
1728,"Angara-Sayany, Russia","RUS.SIB.AS_Angara-Sayany, Russia_1728","MAIN","Eastern_Europe"
1729,"Lena-Katanga, Russia","RUS.SIB.LK_Lena-Katanga, Russia_1729","MAIN","Eastern_Europe"
1730,"Putorana, Russia","RUS.SIB.PU_Putorana, Russia_1730","MAIN","Eastern_Europe"
1731,"Taimyr, Russia","RUS.SIB.TA_Taimyr, Russia_1731","MAIN","Eastern_Europe"
1732,"Tungusska, Russia","RUS.SIB.TN_Tungusska, Russia_1732","MAIN","Eastern_Europe"
1733,"Upper Enisei, Russia","RUS.SIB.UE_Upper Enisei, Russia_1733","MAIN","Eastern_Europe"
1734,"Kurgan, Russia","RUS.SIB.KU_Kurgan, Russia_1734","MAIN","Eastern_Europe"
1735,"Hanty-Mancy, Russia","RUS.SIB.HM_Hanty-Mancy, Russia_1735","MAIN","Eastern_Europe"
1736,"Tobol, Russia","RUS.SIB.TB_Tobol, Russia_1736","MAIN","Eastern_Europe"
1737,"Yamal-Nenetsk, Russia","RUS.SIB.YN_Yamal-Nenetsk, Russia_1737","MAIN","Eastern_Europe"
1738,"Aldan (Siberia), Russia","RUS.SIB.AL_Aldan (Siberia), Russia_1738","MAIN","Eastern_Europe"
1740,"Kolyma (Siberia), Russia","RUS.SIB.KO_Kolyma (Siberia), Russia_1740","MAIN","Eastern_Europe"
1741,"Olenek, Russia","RUS.SIB.OL_Olenek, Russia_1741","MAIN","Eastern_Europe"
1742,"Vilyui, Russia","RUS.SIB.VI_Vilyui, Russia_1742","MAIN","Eastern_Europe"
1743,"Yana-Indigirka, Russia","RUS.SIB.YI_Yana-Indigirka, Russia_1743","MAIN","Eastern_Europe"
1745,"Komi, Russia","RUS.KOM_Komi, Russia_1745","MAIN","Eastern_Europe"
1746,"Kostroma, Russia","RUS.KOS_Kostroma, Russia_1746","MAIN","Eastern_Europe"
1747,"Adygey, Russia","RUS.ADY_Adygey, Russia_1747","MAIN","Eastern_Europe"
1748,"Astrakhan, Russia","RUS.AST_Astrakhan, Russia_1748","MAIN","Eastern_Europe"
1749,"Bashkortostan, Russia","RUS.BAS_Bashkortostan, Russia_1749","MAIN","Eastern_Europe"
1750,"Belgorod, Russia","RUS.BEL_Belgorod, Russia_1750","MAIN","Eastern_Europe"
1751,"Bryansk, Russia","RUS.BRY_Bryansk, Russia_1751","MAIN","Eastern_Europe"
1752,"Ivanovo, Russia","RUS.IVA_Ivanovo, Russia_1752","MAIN","Eastern_Europe"
1753,"Kaliningrad, Russia","RUS.KAL_Kaliningrad, Russia_1753","MAIN","Eastern_Europe"
1754,"Kaluga, Russia","RUS.KAU_Kaluga, Russia_1754","MAIN","Eastern_Europe"
1755,"Nizhegorod, Russia","RUS.NIZ_Nizhegorod, Russia_1755","MAIN","Eastern_Europe"
1756,"North Ossetia, Russia","RUS.NOS_North Ossetia, Russia_1756","MAIN","Eastern_Europe"
1757,"Pskov, Russia","RUS.PSK_Pskov, Russia_1757","MAIN","Eastern_Europe"
1759,"Samara, Russia","RUS.SAM_Samara, Russia_1759","MAIN","Eastern_Europe"
1760,"Saratov, Russia","RUS.SAR_Saratov, Russia_1760","MAIN","Eastern_Europe"
1761,"Sverdlovsk, Russia","RUS.SVE_Sverdlovsk, Russia_1761","MAIN","Eastern_Europe"
1762,"Udmurt, Russia","RUS.UDM_Udmurt, Russia_1762","MAIN","Eastern_Europe"
1763,"Vladimir, Russia","RUS.VLA_Vladimir, Russia_1763","MAIN","Eastern_Europe"
1764,"Yaroslavl, Russia","RUS.YAR_Yaroslavl, Russia_1764","MAIN","Eastern_Europe"
1766,"Leningrad plus Novgorod, Russia","RUS.LNO_Leningrad plus Novgorod, Russia_1766","MAIN","Eastern_Europe"
1771,"Regin de Tarapac, Chile","CHL_Regin de Tarapac, Chile_1771","MAIN","South_America"
1773,"Java","IDN_Java_1773","ISL","Southeast_Asia"
1792,"Bumthang, Bhutan","NA_Bumthang, Bhutan_1792","MAIN","Southern_Asia"
1793,"Chhukha, Bhutan","NA_Chhukha, Bhutan_1793","MAIN","Southern_Asia"
1794,"Dagana, Bhutan","NA_Dagana, Bhutan_1794","MAIN","Southern_Asia"
1795,"Gasa, Bhutan","NA_Gasa, Bhutan_1795","MAIN","Southern_Asia"
1796,"Haa, Bhutan","NA_Haa, Bhutan_1796","MAIN","Southern_Asia"
1797,"Lhuentse, Bhutan","NA_Lhuentse, Bhutan_1797","MAIN","Southern_Asia"
1798,"Monggar, Bhutan","NA_Monggar, Bhutan_1798","MAIN","Southern_Asia"
1799,"Paro, Bhutan","NA_Paro, Bhutan_1799","MAIN","Southern_Asia"
1800,"Pemagatshel, Bhutan","NA_Pemagatshel, Bhutan_1800","MAIN","Southern_Asia"
1801,"Punakha, Bhutan","NA_Punakha, Bhutan_1801","MAIN","Southern_Asia"
1802,"Samdrupjongkhar, Bhutan","NA_Samdrupjongkhar, Bhutan_1802","MAIN","Southern_Asia"
1803,"Samtse, Bhutan","NA_Samtse, Bhutan_1803","MAIN","Southern_Asia"
1804,"Sarpang, Bhutan","NA_Sarpang, Bhutan_1804","MAIN","Southern_Asia"
1805,"Thimphu, Bhutan","NA_Thimphu, Bhutan_1805","MAIN","Southern_Asia"
1806,"Trashigang, Bhutan","NA_Trashigang, Bhutan_1806","MAIN","Southern_Asia"
1807,"Trongsa, Bhutan","NA_Trongsa, Bhutan_1807","MAIN","Southern_Asia"
1808,"Tsirang, Bhutan","NA_Tsirang, Bhutan_1808","MAIN","Southern_Asia"
1809,"Wangduephodrang, Bhutan","NA_Wangduephodrang, Bhutan_1809","MAIN","Southern_Asia"
1810,"Yangtse, Bhutan","NA_Yangtse, Bhutan_1810","MAIN","Southern_Asia"
1811,"Zhemgang, Bhutan","NA_Zhemgang, Bhutan_1811","MAIN","Southern_Asia"
1815,"Central Canada","CAN_Central Canada_1815","MAIN","Northern_North_America"
1816,"East Chukotka, Russia","RUS_East Chukotka, Russia_1816","MAIN","Eastern_Europe"
1817,"Eastern Greenland","GRL_Eastern Greenland_1817","ISL","Northern_North_America"
1819,"Hudson Bay - Labrador, Canada","CAN_Hudson Bay - Labrador, Canada_1819","MAIN","Northern_North_America"
1820,"Kanin-Pechora, Russia","RUS_Kanin-Pechora, Russia_1820","MAIN","Eastern_Europe"
1821,"Kharaulakh, Russia","RUS_Kharaulakh, Russia_1821","MAIN","Eastern_Europe"
1825,"South Chukotka, Russia","RUS_South Chukotka, Russia_1825","MAIN","Eastern_Europe"
1827,"West Chukotka, Russia","RUS_West Chukotka, Russia_1827","MAIN","Eastern_Europe"
1829,"Western Greenland","GRL_Western Greenland_1829","ISL","Northern_North_America"
1832,"Yana-Kolyma, Russia","RUS_Yana-Kolyma, Russia_1832","MAIN","Eastern_Europe"
1833,"Brussels Capital Region, Belgium","NA_Brussels Capital Region, Belgium_1833","MAIN","Europe"
1834,"Flanders, Belgium","NA_Flanders, Belgium_1834","MAIN","Europe"
1835,"Wallonia, Belgium","NA_Wallonia, Belgium_1835","MAIN","Europe"
1839,"Bali","NA_Bali_1839","ISL","Southeast_Asia"
